Loan_ID,Borrower_Name,Loan_Amount,Interest_Rate,Loan_Term,Credit_Score,Employment_Status,Annual_Income,Property_Value,Loan_Purpose,Monthly_Payment,Loan_Status,Down_Payment,Property_Type,Loan_to_Value,Origination_Date,Approval_Date
1605,Cindy Garcia,350539,3.32,20,609,Employed,35046,191586,Home Improvement,2522.92,Rejected,41930,Townhouse,73.57,04-09-2022,16-03-2023
1606,Mrs. Danielle Lewis,473643,3.52,30,662,Employed,44710,604565,Purchase,1328.56,Approved,12768,Townhouse,92.09,13-12-2021,31-12-2022
1607,Natasha Turner,341849,4.74,20,793,Employed,37292,179145,Purchase,1552.53,Pending,43939,Condo,89.06,20-01-2022,14-02-2023
1608,Paul Smith,243713,4.91,30,753,Employed,67220,139766,Home Improvement,2379.42,Approved,35460,Condo,92.05,12-04-2023,15-04-2023
1609,Elijah Perkins,129311,4.27,30,614,Self-Employed,113815,550465,Refinance,1880.21,Rejected,32595,Condo,77.01,19-05-2023,11-07-2023
1610,Ann Reed,341200,4.68,15,639,Employed,54273,533830,Purchase,2498.39,Pending,14925,Townhouse,78.16,09-03-2022,20-07-2023
1611,Andrea Fisher,464519,3.61,15,631,Self-Employed,119822,352341,Home Improvement,556.3,Approved,12643,Condo,92.95,02-04-2023,18-03-2023
1612,Eric Nguyen,474987,3.15,20,753,Self-Employed,102740,603962,Home Improvement,2407.61,Pending,28339,Condo,94.81,04-07-2022,27-10-2023
1613,Rachel Lee MD,144650,4.54,15,748,Unemployed,72035,672121,Purchase,1942.58,Pending,41179,Condo,82.25,06-01-2022,18-01-2023
1614,Lori Thompson,279554,3.18,20,712,Self-Employed,101080,524881,Home Improvement,542.61,Rejected,49449,Condo,84.45,31-07-2022,07-09-2023
1615,Vincent Hanson,155400,3.15,20,699,Self-Employed,72341,381251,Refinance,817.94,Approved,28034,Single-Family,86.67,05-03-2022,26-04-2023
1616,Joseph Chapman,440549,4.55,20,667,Unemployed,78010,607613,Purchase,630.88,Approved,13825,Single-Family,74.65,18-01-2022,11-09-2023
1617,Kathleen Greene,368444,3.08,20,659,Self-Employed,73919,475211,Home Improvement,1062.75,Pending,22896,Single-Family,86.43,14-01-2022,17-09-2023
1618,Christian Austin,115238,4.88,20,674,Employed,100115,588847,Purchase,1228.42,Pending,48420,Condo,85.33,10-09-2023,07-05-2023
1619,Gregory Mccarty,282418,3,20,721,Self-Employed,47073,169660,Refinance,1050.63,Rejected,18813,Single-Family,82.2,07-07-2022,19-08-2023
1620,Shawna Wells,133916,3.94,30,764,Employed,74586,145076,Purchase,2904.44,Pending,27009,Condo,70.81,13-08-2023,06-02-2023
1621,Lauren Burke,291548,3.95,20,734,Employed,32680,226692,Home Improvement,2116.08,Approved,21922,Single-Family,83.71,13-08-2023,15-10-2023
1622,Madison Horn,420947,4.46,30,774,Self-Employed,83114,747937,Refinance,2629.86,Approved,13595,Single-Family,79.24,01-07-2023,17-03-2023
1623,Jennifer Scott,384160,4.7,20,654,Employed,48425,313472,Refinance,1631.81,Pending,48321,Single-Family,72.9,21-08-2023,19-11-2022
1624,Sarah Walker,487983,4.43,15,761,Self-Employed,58626,224702,Purchase,761.38,Approved,33951,Single-Family,86.92,02-05-2023,25-02-2023
1625,David Edwards,151856,3.52,30,769,Employed,91745,309501,Purchase,2121.43,Pending,26805,Townhouse,78.96,29-05-2023,29-11-2022
1626,Renee Smith,356239,3.81,20,648,Self-Employed,82084,212567,Home Improvement,981.79,Approved,44254,Condo,94.23,21-11-2021,19-03-2023
1627,Justin Chavez,120132,3.25,20,611,Employed,84398,321353,Home Improvement,2394.34,Rejected,11643,Townhouse,74.37,04-06-2022,30-10-2022
1628,Brian Sanders,275771,4.3,30,730,Unemployed,115109,615826,Purchase,1809.34,Pending,15739,Condo,89.65,10-02-2022,19-03-2023
1629,Lauren White,212155,4.34,15,652,Employed,114351,607857,Home Improvement,2336.22,Pending,33198,Townhouse,87.71,20-09-2022,11-07-2023
1630,Cody Huff,451558,4.41,15,648,Self-Employed,93797,690288,Home Improvement,1401.23,Approved,38664,Condo,84.53,25-01-2022,28-06-2023
1631,Douglas Olsen,314316,3.83,20,700,Unemployed,69103,708673,Purchase,1452.16,Rejected,49522,Condo,88.82,17-07-2023,22-08-2023
1632,Eric Ochoa,486141,4.46,15,769,Employed,64601,558367,Refinance,2474.27,Approved,36877,Condo,86.25,23-08-2022,07-04-2023
1633,Kelsey Fisher,304792,3.06,15,733,Unemployed,63083,764115,Refinance,589.59,Rejected,24615,Condo,90.19,10-12-2021,30-10-2023
1634,Jessica Campbell,222178,3.02,30,630,Employed,63233,781595,Purchase,2435.51,Approved,30493,Single-Family,79.18,08-01-2023,18-08-2023
1635,Bradley Jacobs,113252,3.1,20,645,Employed,32510,354836,Home Improvement,820.21,Pending,49895,Single-Family,75.85,09-05-2023,25-02-2023
1636,Michael Smith,393361,4.81,15,707,Unemployed,32498,614960,Refinance,1362.23,Rejected,16980,Townhouse,91.51,07-10-2023,02-03-2023
1637,Todd Cooper,434982,3.1,30,779,Unemployed,87592,142124,Home Improvement,2319.05,Pending,24797,Condo,78.51,19-02-2023,25-07-2023
1638,Courtney Fuller,167165,4.87,15,795,Unemployed,52021,792159,Home Improvement,2833.95,Approved,34774,Single-Family,82.57,21-03-2022,10-08-2023
1639,Christy Gilbert,478320,4.8,30,615,Self-Employed,118123,495150,Purchase,2058.24,Approved,20725,Single-Family,88.41,24-11-2021,22-11-2022
1640,Patricia Mcguire,488354,4.67,20,760,Unemployed,49094,270645,Refinance,2697.42,Approved,40555,Townhouse,84.16,10-09-2022,04-12-2022
1641,Carrie Fox,483953,4.44,30,697,Self-Employed,90706,218944,Purchase,2565.56,Rejected,16108,Single-Family,93.2,11-07-2023,29-01-2023
1642,Cody Obrien,154029,3.35,15,789,Employed,62338,142733,Home Improvement,1678.54,Approved,21794,Single-Family,70.16,05-02-2023,15-06-2023
1643,Allen Guerrero,165912,4.3,30,683,Unemployed,101927,766943,Refinance,1567.25,Rejected,28352,Single-Family,76.04,06-03-2022,20-06-2023
1644,Mrs. Rachel Alvarez,132546,3.7,20,797,Self-Employed,105176,510488,Home Improvement,2716.24,Rejected,30408,Townhouse,83.86,16-04-2022,20-02-2023
1645,Daniel Moreno,270935,4.56,30,706,Unemployed,101464,198637,Refinance,2537.05,Pending,31199,Townhouse,85.84,04-10-2022,06-01-2023
1646,Jason Murray,264981,4.76,15,766,Unemployed,110267,415143,Home Improvement,929.85,Pending,10263,Townhouse,73.3,15-10-2022,20-08-2023
1647,David Miller,448354,3.87,30,783,Employed,61665,268260,Purchase,917.04,Pending,26712,Townhouse,80.95,06-01-2023,19-12-2022
1648,Jennifer Gill,126616,3.06,20,665,Unemployed,86398,421892,Purchase,1482.06,Approved,30324,Condo,92.12,04-05-2022,16-03-2023
1649,Taylor Martinez,129808,4.03,20,612,Employed,37477,250116,Purchase,1765.5,Rejected,11123,Condo,86.25,22-06-2022,24-11-2022
1650,Christopher Liu,291290,4.42,15,792,Unemployed,100567,434753,Home Improvement,1059.08,Approved,29307,Single-Family,75.33,05-06-2022,04-08-2023
1651,Angela Santiago,356755,3.3,20,720,Employed,71267,167948,Purchase,2986.49,Rejected,15899,Townhouse,94.06,04-04-2022,10-11-2022
1652,Bryan Costa,292970,3.12,30,698,Employed,102111,585747,Refinance,1914.63,Rejected,32774,Townhouse,88.98,19-03-2022,04-05-2023
1653,Gregory Olson,353159,3.62,20,782,Self-Employed,66863,304609,Purchase,1272.63,Approved,38334,Single-Family,84.75,12-12-2022,02-06-2023
1654,John Wagner,368794,4.64,30,720,Self-Employed,48956,365468,Home Improvement,1900.88,Pending,45293,Condo,73.24,10-09-2023,16-07-2023
1655,Charles Smith,342167,4.72,30,795,Self-Employed,40349,732267,Purchase,1067.2,Rejected,20364,Single-Family,85.05,03-08-2023,13-11-2022
1656,Megan Matthews,267705,3.3,20,659,Employed,112351,527146,Purchase,2016.4,Rejected,48445,Townhouse,82.06,25-02-2022,20-12-2022
1657,Brian Hamilton,330259,4.26,20,648,Employed,46923,394738,Home Improvement,858.59,Approved,34746,Condo,86.69,01-12-2021,09-11-2022
1658,John Carter,225532,3.14,15,686,Self-Employed,67838,454021,Home Improvement,2288.54,Approved,10887,Townhouse,80.34,18-02-2023,10-10-2023
1659,Ryan Mclaughlin,456588,3.42,30,793,Unemployed,93235,737353,Purchase,2554.33,Approved,12247,Single-Family,88.99,22-11-2022,23-07-2023
1660,Jessica Rich,155752,4.43,30,612,Employed,105245,200882,Refinance,737.69,Rejected,35706,Condo,85.33,19-05-2022,16-01-2023
1661,Emily Cisneros,338194,4.82,15,664,Employed,47088,733871,Home Improvement,2536.01,Approved,28708,Townhouse,81.5,05-08-2023,11-05-2023
1662,Kevin Cook,120957,4.33,20,603,Self-Employed,102872,539246,Refinance,2284.72,Rejected,25599,Condo,91.62,15-02-2022,03-09-2023
1663,Stephen Sullivan,125547,4.89,15,670,Self-Employed,75046,474693,Home Improvement,1384.28,Rejected,33440,Condo,90.57,19-09-2023,28-12-2022
1664,Brenda Harvey,389423,3.6,15,799,Employed,48576,632468,Purchase,2090.76,Rejected,34923,Condo,83.41,04-05-2023,01-12-2022
1665,Xavier Knight,219863,4.03,15,707,Unemployed,111463,204080,Purchase,1218.64,Rejected,12221,Condo,86.61,22-07-2023,18-02-2023
1666,Andrea Simmons,377516,3.92,15,795,Self-Employed,102607,303686,Home Improvement,1031.54,Pending,18157,Single-Family,85.25,28-05-2022,12-03-2023
1667,Debra Dixon,464150,4.6,15,633,Self-Employed,68951,612640,Purchase,2681.27,Pending,14876,Condo,94.34,16-03-2022,03-11-2022
1668,Douglas Nichols,414982,4.69,30,769,Employed,102781,199381,Refinance,1357.28,Pending,39703,Condo,86.47,06-12-2022,22-08-2023
1669,Tracy Washington,459762,5,20,741,Employed,60885,799120,Home Improvement,2828.29,Pending,39445,Single-Family,84.6,03-04-2022,19-08-2023
1670,Shawn Summers,272841,3.1,15,666,Employed,56730,594117,Refinance,1254.46,Rejected,28799,Condo,79.3,05-11-2021,03-08-2023
1671,Marissa Thomas,153688,3.57,15,761,Self-Employed,52407,244977,Home Improvement,2709.51,Pending,11631,Single-Family,89.08,08-11-2022,13-10-2023
1672,Rachel Hickman,261970,4.78,20,674,Self-Employed,68224,709933,Home Improvement,2446.77,Rejected,17145,Condo,82.9,21-01-2023,09-10-2023
1673,Javier Gonzales,116829,3.68,30,788,Employed,67497,447364,Purchase,637.59,Pending,44401,Condo,80.89,22-01-2022,27-04-2023
1674,Zachary Bailey,394398,4.63,15,784,Unemployed,58444,486841,Purchase,2278.93,Rejected,18262,Single-Family,84.32,08-04-2022,15-12-2022
1675,Mr. Timothy Nelson,394282,3.63,20,625,Unemployed,93452,156062,Home Improvement,1055.78,Rejected,24343,Townhouse,81.54,29-12-2021,26-02-2023
1676,Leslie Allen,184104,4.92,20,638,Unemployed,107637,727307,Home Improvement,1345.97,Rejected,37924,Condo,93.22,08-04-2022,04-12-2022
1677,Christian Lopez,472883,3.55,30,682,Employed,62959,254473,Refinance,2728.51,Approved,37231,Townhouse,87.51,03-09-2023,09-02-2023
1678,Krista Long,273356,3.42,20,623,Employed,83983,789758,Home Improvement,2896.32,Approved,26178,Single-Family,89.32,17-03-2023,17-03-2023
1679,Angela Hunt,434257,4.87,30,707,Self-Employed,92716,422162,Home Improvement,2260.03,Rejected,38228,Condo,71.07,03-12-2021,02-09-2023
1680,Randy Nichols,206132,3.13,15,713,Self-Employed,97598,338466,Purchase,2977.3,Approved,28623,Townhouse,79.34,06-11-2022,11-12-2022
1681,Corey Bonilla,480262,4.43,30,643,Unemployed,112980,305131,Purchase,878.62,Approved,38736,Single-Family,73.87,05-11-2021,21-08-2023
1682,Michael Wright,111351,3.85,15,762,Unemployed,34630,529139,Refinance,2400.95,Rejected,42312,Townhouse,82.75,13-01-2022,31-08-2023
1683,Anita Cox,489310,3.63,20,669,Self-Employed,49341,156671,Refinance,523.61,Approved,14520,Condo,80.18,14-03-2022,12-12-2022
1684,Kimberly Carroll,155468,4.19,20,692,Unemployed,54642,472960,Purchase,2930.22,Rejected,18697,Condo,83.52,17-06-2023,12-03-2023
1685,Sarah Eaton,104675,4.11,20,630,Unemployed,61812,320239,Home Improvement,2155.35,Approved,18618,Townhouse,85.68,14-06-2022,21-11-2022
1686,Lisa Mcclain,347308,4.97,30,796,Unemployed,93029,684644,Purchase,945.19,Approved,25922,Single-Family,82.8,25-02-2022,03-12-2022
1687,Luis Bonilla,391050,4.05,20,662,Unemployed,69499,649122,Home Improvement,600.15,Pending,26956,Townhouse,79.13,21-02-2023,09-02-2023
1688,Rebecca Howard,338869,4.93,30,696,Unemployed,45995,724954,Purchase,2777.92,Approved,30138,Townhouse,93.53,16-06-2022,20-01-2023
1689,Jennifer Garcia,377835,3.31,20,680,Unemployed,109967,506679,Purchase,1790.94,Approved,24696,Townhouse,82.47,01-02-2023,06-02-2023
1690,Kathryn Hunter,436574,3.62,20,790,Unemployed,109400,459300,Purchase,2671.98,Rejected,31302,Condo,71.55,21-04-2023,09-10-2023
1691,Samuel Lewis,160870,4,15,623,Unemployed,90252,781797,Refinance,2079.63,Approved,26599,Condo,90.04,19-09-2022,25-07-2023
1692,Melissa Chen DDS,113613,3.15,15,786,Employed,84147,270099,Purchase,2698.28,Rejected,37420,Single-Family,88.18,12-08-2023,09-12-2022
1693,Michelle Mccall,144450,3.72,30,609,Unemployed,48373,468867,Purchase,718.29,Pending,27912,Townhouse,94.73,12-12-2022,24-05-2023
1694,Karen Matthews,245181,3.07,15,767,Unemployed,55324,118971,Purchase,508.03,Rejected,21361,Condo,92.58,10-06-2023,04-09-2023
1695,John Guerra,126068,3.36,20,665,Employed,87408,163808,Purchase,1677.83,Rejected,38706,Single-Family,79.68,21-12-2022,18-02-2023
1696,Frank Wilson,495324,3.32,30,703,Self-Employed,100003,661755,Refinance,2096.23,Approved,13047,Townhouse,90.74,11-08-2023,02-03-2023
1697,Jeffrey Hardy,493927,4.73,30,756,Employed,109115,305330,Refinance,560.41,Rejected,25728,Condo,88.59,24-03-2022,14-03-2023
1698,Julie Walsh,424375,4.2,15,669,Self-Employed,102719,661713,Home Improvement,615.76,Approved,37206,Single-Family,81.42,04-11-2022,26-02-2023
1699,Jennifer Coleman,318979,3.32,20,724,Self-Employed,60527,480553,Purchase,2423.28,Pending,32636,Condo,84.41,17-04-2022,26-09-2023
1700,James Wagner,315495,3.62,30,751,Employed,43254,683561,Refinance,2054.13,Rejected,30252,Condo,91.71,18-05-2023,02-11-2022
1701,Denise Davis,435763,4.67,30,648,Self-Employed,36652,432573,Refinance,2232.49,Rejected,40269,Single-Family,88.2,18-09-2022,12-12-2022
1702,Daniel Price,173257,3.14,30,773,Employed,92563,231573,Purchase,1226.9,Pending,31051,Townhouse,86.38,05-04-2023,31-01-2023
1703,Diana Guzman,462273,3.59,15,718,Unemployed,48964,281437,Refinance,2021.55,Rejected,25646,Single-Family,84.11,23-12-2022,09-07-2023
1704,Michael Robbins,340652,3.79,30,740,Unemployed,79474,548536,Refinance,2261.07,Rejected,31737,Condo,78.12,29-04-2022,29-06-2023
1705,Kimberly Graham,463799,4.81,30,731,Unemployed,51035,681369,Refinance,2013.77,Rejected,29968,Townhouse,93.91,30-07-2022,21-01-2023
1706,Richard Jackson,161467,4.9,15,643,Unemployed,31026,112219,Purchase,995.88,Pending,28264,Townhouse,92.85,12-08-2023,07-12-2022
1707,William Flores,394279,4.85,30,665,Self-Employed,115460,506427,Refinance,581.38,Rejected,16933,Condo,70.48,27-04-2023,30-12-2022
1708,Dawn Robinson,361942,3.37,15,661,Employed,75110,151700,Purchase,2057.8,Pending,33242,Townhouse,81.11,22-11-2021,16-08-2023
1709,Antonio Mullins,359967,3.8,30,789,Unemployed,115889,433893,Refinance,1867.78,Rejected,33518,Townhouse,88.5,08-05-2023,02-06-2023
1710,Brooke Collins,348080,3.5,15,643,Unemployed,106982,532288,Refinance,2275.33,Approved,14430,Single-Family,73.03,28-05-2022,08-12-2022
1711,Benjamin Hood,352137,4.82,20,745,Self-Employed,65309,612861,Refinance,777.06,Approved,35958,Townhouse,87.48,22-02-2023,21-02-2023
1712,Belinda Davis,430090,4.93,20,688,Self-Employed,48660,411324,Refinance,2593.12,Rejected,14651,Condo,70.83,01-04-2023,17-12-2022
1713,Michael Lewis,101674,4.82,20,674,Unemployed,91100,455161,Purchase,1226.53,Rejected,48439,Condo,82.84,26-02-2023,08-05-2023
1714,Roger Miller,264731,3.04,20,699,Employed,67096,591394,Home Improvement,2973.14,Approved,23445,Single-Family,88.72,12-09-2023,18-08-2023
1715,Willie Reeves,304227,3.13,20,646,Self-Employed,96891,654811,Purchase,2805.86,Pending,14592,Single-Family,87.4,12-12-2021,21-04-2023
1716,Christy Donaldson,108040,3.29,30,776,Self-Employed,91524,180834,Refinance,644.67,Pending,27359,Condo,75.32,10-06-2023,16-09-2023
1717,Chad Rivera,235214,3.73,20,735,Self-Employed,111629,529485,Home Improvement,1826.58,Pending,37796,Single-Family,84.97,31-03-2023,06-08-2023
1718,Molly Carter,363881,4.57,20,650,Employed,71961,253135,Home Improvement,1950.6,Rejected,17649,Townhouse,73.55,12-06-2022,15-03-2023
1719,Walter Frye,370534,3.52,20,711,Employed,82330,284143,Purchase,2319.83,Approved,44947,Condo,71.9,30-01-2023,05-04-2023
1720,Darren Morales,284922,3.94,20,672,Employed,109061,636969,Purchase,2797.85,Pending,38357,Condo,71.24,19-01-2023,15-01-2023
1721,Linda King,389196,4.77,15,739,Employed,85032,485425,Purchase,2618.58,Pending,24557,Condo,93.18,08-04-2023,22-06-2023
1722,Kimberly Holt,208589,3.69,20,756,Unemployed,114701,118416,Purchase,991.69,Pending,38004,Single-Family,88.77,11-03-2022,08-03-2023
1723,Kathy Harrington,107833,3.65,20,744,Self-Employed,50059,182810,Home Improvement,2103.87,Pending,43351,Townhouse,71.66,21-07-2023,10-11-2022
1724,Elizabeth Carey,456474,3.34,20,719,Self-Employed,40222,513110,Home Improvement,1031.6,Pending,49633,Single-Family,81.03,13-10-2022,14-07-2023
1725,Nicole Barrera,284790,4.82,30,683,Unemployed,84505,365881,Refinance,2789.84,Approved,39956,Condo,81.61,07-10-2022,26-12-2022
1726,Teresa Harris,221914,4.39,30,766,Unemployed,35216,345697,Refinance,1681.5,Pending,33206,Condo,83.06,09-02-2022,08-12-2022
1727,Stacie White,339826,3.05,15,658,Self-Employed,35222,699551,Home Improvement,741.13,Approved,41573,Single-Family,72.14,08-05-2022,19-03-2023
1728,Stephanie Davis,407703,3.78,15,779,Unemployed,102699,723544,Purchase,2654.48,Approved,19958,Single-Family,76.95,23-11-2022,25-07-2023
1729,Thomas Owen DVM,230583,3.84,20,651,Employed,111102,743376,Refinance,2492.1,Pending,26633,Condo,88.98,05-04-2023,22-03-2023
1730,Anne Jones,173332,3.78,20,769,Unemployed,106753,147918,Home Improvement,2902.1,Rejected,37018,Townhouse,79.99,21-12-2022,21-03-2023
1731,Kristina Wall,202431,3.36,30,688,Employed,57134,318848,Purchase,2997.05,Pending,20599,Townhouse,93.54,10-06-2022,04-05-2023
1732,Amy Robinson,463619,3.49,30,698,Employed,40862,168055,Purchase,1353.22,Approved,13967,Single-Family,93.66,16-08-2023,09-06-2023
1733,William Smith,459654,3.18,30,716,Self-Employed,38757,629742,Refinance,1974.36,Pending,48366,Townhouse,88.36,03-02-2022,25-05-2023
1734,Paige Anderson,298243,4.02,15,687,Employed,99514,228665,Refinance,1082.2,Approved,31294,Single-Family,89.89,13-07-2023,02-06-2023
1735,Taylor Hardy,321281,4.86,30,650,Unemployed,58981,686708,Home Improvement,696.07,Pending,41669,Single-Family,80.47,12-08-2023,05-04-2023
1736,Janet Mills,441253,4.5,30,695,Self-Employed,102387,533654,Purchase,754.2,Rejected,23123,Condo,70.49,18-06-2023,13-10-2023
1737,Jill Lewis,366496,4.47,20,700,Employed,38683,463491,Refinance,1276.39,Approved,49802,Single-Family,93.23,30-11-2021,26-05-2023
1738,Stacey Robinson,228122,4.58,20,646,Unemployed,101049,530691,Home Improvement,532.46,Pending,38589,Condo,77.5,27-07-2022,18-09-2023
1739,April Gross,345509,3.09,30,695,Self-Employed,98844,660686,Refinance,1205.06,Pending,14536,Townhouse,88.32,28-06-2022,20-08-2023
1740,Christina Ferguson,302252,3.19,30,629,Employed,72523,175985,Refinance,2784.25,Rejected,45498,Single-Family,88.07,04-04-2023,16-12-2022
1741,Duane Jefferson,412044,3.1,30,704,Self-Employed,86536,726793,Home Improvement,1557.72,Rejected,25634,Condo,81.57,12-04-2022,14-05-2023
1742,Daniel Howard,310897,4.99,15,755,Unemployed,54727,154139,Home Improvement,1493.41,Pending,33653,Single-Family,71.57,06-04-2022,28-06-2023
1743,Carolyn Williams,378023,4.05,15,751,Employed,114852,110911,Refinance,1838.41,Pending,26438,Single-Family,75.98,14-07-2023,04-01-2023
1744,Willie Wilson,140180,3.12,15,760,Self-Employed,71349,197751,Home Improvement,2257.66,Approved,33911,Single-Family,94.08,31-01-2022,06-10-2023
1745,Jeffrey Lee,370828,3.87,30,622,Unemployed,37536,227179,Home Improvement,2732.89,Pending,42297,Townhouse,94.84,25-05-2022,14-11-2022
1746,Andre White,398914,4.15,30,659,Unemployed,39233,199932,Purchase,2051.1,Pending,12530,Townhouse,87.94,21-11-2022,01-09-2023
1747,Amanda Lopez,391997,3.21,30,769,Self-Employed,35166,387421,Purchase,2648.7,Rejected,31877,Condo,78.96,25-07-2022,09-06-2023
1748,Aaron Wilson,456619,3.3,15,703,Employed,56083,295589,Purchase,2743.51,Approved,11739,Single-Family,84.75,02-08-2023,10-04-2023
1749,Diane Hopkins,149124,4.35,20,764,Self-Employed,90750,604942,Purchase,697.42,Approved,34107,Single-Family,88.71,02-06-2022,18-06-2023
1750,Gabriela Williams,215129,3.87,20,618,Unemployed,88043,372761,Purchase,567.25,Approved,13577,Condo,89.1,02-07-2022,30-10-2023
1751,Kathy Hayes,135491,3.58,20,706,Employed,61242,224691,Refinance,942.86,Rejected,18164,Single-Family,72.56,13-02-2022,27-02-2023
1752,Joseph Farmer,213049,3.67,30,738,Self-Employed,91595,137395,Purchase,1069.82,Pending,45400,Single-Family,77.95,15-05-2022,18-04-2023
